Name,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,ALLSTAR,YEAR,PK,POS
Pat Connaughton,139.0,123.0,32.3,3.7,8.2,0.45,1.8,3.2,0.5489999999999999,1.9,5.0,0.386,1.2,1.5,0.777,1.0,4.9,5.9,1.8,0.7,0.5,1.0,1.7,10.5,6.88,No,2015,41,Guard
John Jenkins,98.0,74.0,30.6,5.3,11.2,0.46799999999999997,2.1,4.1,0.521,3.1,7.1,0.43799999999999994,3.3,3.8,0.856,0.4,2.3,2.7,1.1,0.7,0.3,1.3,1.2,16.9,7.59,No,2012,23,Guard
Josh Selby,26.0,11.0,20.4,2.8,7.4,0.373,1.5,3.8,0.384,1.3,3.6,0.36200000000000004,1.1,1.4,0.757,0.4,1.8,2.2,2.2,0.8,0.0,2.0,1.7,7.9,7.62,No,2011,49,Guard
Kyle Korver,128.0,94.0,27.7,4.4,9.3,0.47200000000000003,1.5,2.9,0.515,2.9,6.4,0.45299999999999996,2.4,2.7,0.8909999999999999,1.5,4.4,5.2,2.3,1.3,0.5,1.8,2.3,14.1,1.76,Yes,2003,51,Guard
Pascal Siakam,68.0,61.0,32.7,6.5,11.8,0.551,6.4,11.5,0.5589999999999999,0.0,0.3,0.17600000000000002,3.5,5.0,0.711,3.6,6.1,9.7,1.5,0.9,2.0,1.9,2.6,16.6,-3.6,No,2016,27,Forward
Cleanthony Early,75.0,58.0,26.2,4.9,10.5,0.47,3.4,6.2,0.555,1.5,4.3,0.348,3.7,4.6,0.8190000000000001,1.8,3.8,5.7,0.7,0.8,0.8,1.7,2.4,15.1,3.91,No,2014,34,Forward
Thomas Welsh,132.0,94.0,25.0,4.0,7.5,0.537,3.7,6.6,0.5539999999999999,0.3,0.9,0.40700000000000003,1.0,1.3,0.7979999999999999,2.4,5.5,7.8,0.8,0.4,1.1,0.7,2.5,9.5,7.8,No,2018,58,Center
Gerald Wallace,36.0,2.0,22.9,3.5,8.0,0.43799999999999994,3.2,6.3,0.511,0.3,1.8,0.175,2.4,4.3,0.568,2.3,3.7,6.0,1.5,1.2,1.0,2.4,2.4,9.8,6.27,Yes,2001,25,Forward
Daniel Ewing,138.0,79.0,27.7,3.9,9.0,0.43200000000000005,2.3,5.0,0.46399999999999997,1.6,4.0,0.392,2.2,2.9,0.746,0.8,1.9,2.8,2.1,1.4,0.2,1.9,2.6,11.6,9.61,No,2005,32,Guard
Al Thornton,124.0,69.0,22.0,4.4,8.3,0.528,3.9,7.2,0.5429999999999999,0.5,1.2,0.43799999999999994,3.0,4.2,0.701,2.1,3.1,5.2,0.7,0.8,0.6,1.7,2.3,12.3,7.69,No,2007,14,Forward
Tyus Jones,39.0,39.0,33.9,3.5,8.3,0.41700000000000004,2.3,5.1,0.44,1.2,3.2,0.379,3.7,4.2,0.889,0.5,3.0,3.5,5.6,1.5,0.1,1.9,1.2,11.8,9.87,No,2015,24,Guard
Chris Paul,63.0,62.0,33.5,4.4,9.3,0.47200000000000003,3.0,6.4,0.473,1.4,2.9,0.47,4.9,5.8,0.838,0.7,3.2,3.9,6.3,2.5,0.2,2.7,2.6,15.0,10.65,Yes,2005,4,Guard
Danny Green,145.0,39.0,19.9,3.4,7.4,0.455,2.1,4.1,0.522,1.3,3.4,0.375,1.4,1.6,0.845,1.4,2.7,4.1,1.8,1.1,1.1,1.4,1.9,9.4,8.39,No,2009,46,Guard
Mike Taylor,31.0,30.0,35.0,5.3,14.2,0.376,2.8,7.3,0.391,2.5,6.9,0.36,2.8,4.2,0.682,0.7,3.4,4.1,4.5,1.1,0.1,5.4,2.9,16.0,5.19,No,2008,55,Guard
Tyler Hansbrough,142.0,141.0,30.9,6.6,12.3,0.536,6.5,12.1,0.541,0.1,0.3,0.316,6.9,8.7,0.7909999999999999,3.4,5.2,8.6,1.1,1.3,0.5,2.1,2.5,20.2,8.39,No,2009,13,Forward
Caris LeVert,103.0,70.0,26.4,3.6,8.2,0.434,2.3,4.9,0.456,1.3,3.2,0.401,2.0,2.6,0.77,0.4,3.2,3.5,2.7,0.9,0.2,1.3,1.5,10.4,9.3,No,2016,20,Guard
Quincy Pondexter,136.0,102.0,27.3,4.8,9.5,0.503,4.4,8.3,0.528,0.4,1.2,0.327,3.1,4.1,0.768,2.4,3.2,5.6,1.7,0.8,0.3,1.9,2.5,13.1,7.55,No,2010,26,Guard
Marcus Thornton,66.0,65.0,32.7,7.1,15.6,0.455,4.5,8.9,0.51,2.5,6.7,0.382,3.7,4.8,0.7709999999999999,2.0,3.5,5.5,1.8,1.5,0.3,2.0,2.0,20.4,4.46,No,2009,43,Guard
Wayne Ellington,115.0,112.0,28.5,5.4,11.6,0.46299999999999997,3.4,6.6,0.513,2.0,5.0,0.397,2.0,2.5,0.809,1.1,3.0,4.1,2.2,0.9,0.1,1.5,1.5,14.7,8.59,No,2009,28,Guard
Reece Gaines,125.0,93.0,31.6,5.1,11.2,0.452,3.3,6.5,0.502,1.8,4.7,0.38299999999999995,3.6,4.9,0.75,0.7,2.8,3.4,3.8,1.5,0.2,2.7,2.5,15.6,7.91,No,2003,15,Guard
Robert Sacre,136.0,111.0,21.7,3.0,6.0,0.504,3.0,5.9,0.505,0.0,0.0,0.25,3.3,4.5,0.735,1.8,3.2,5.0,0.7,0.5,1.4,1.6,2.3,9.3,3.36,No,2012,60,Center
Ronnie Brewer,90.0,88.0,33.0,5.5,11.9,0.462,4.3,8.5,0.511,1.2,3.4,0.34,3.6,5.4,0.6709999999999999,1.7,3.4,5.0,3.3,2.4,0.5,2.3,1.7,15.7,5.35,No,2006,14,Guard
Cameron Bairstow,134.0,55.0,20.8,3.1,6.0,0.517,3.1,6.0,0.519,0.0,0.0,0.33299999999999996,3.0,4.2,0.7170000000000001,1.7,3.0,4.8,0.8,0.5,0.7,1.2,2.1,9.2,4.93,No,2014,49,Forward
C.J. Wilcox,131.0,83.0,28.5,4.9,11.3,0.433,2.6,5.4,0.48100000000000004,2.3,5.9,0.389,2.3,2.7,0.84,0.8,2.5,3.4,1.6,0.9,0.7,1.4,1.9,14.4,6.67,No,2014,28,Guard
Justin Reed,122.0,114.0,28.7,5.6,11.7,0.47600000000000003,5.2,10.4,0.5,0.4,1.3,0.285,3.1,4.4,0.7070000000000001,2.4,3.9,6.3,1.1,1.0,0.7,2.4,3.2,14.6,7.16,No,2004,40,Forward
Rashad McCants,98.0,90.0,29.2,6.3,12.9,0.486,4.0,7.4,0.5379999999999999,2.3,5.4,0.415,2.8,3.8,0.721,1.5,2.6,4.1,2.1,1.5,0.6,2.2,2.4,17.6,11.0,No,2005,14,Guard
Lionel Chalmers,123.0,99.0,31.7,4.2,9.8,0.425,2.3,4.7,0.483,1.9,5.1,0.37200000000000005,2.4,3.4,0.716,0.5,2.4,2.9,3.3,1.3,0.1,2.7,2.2,12.7,4.78,No,2004,33,Guard
Kevin Martin,79.0,77.0,31.8,7.2,15.5,0.462,4.9,9.1,0.542,2.2,6.4,0.34600000000000003,6.8,8.0,0.841,0.9,3.5,4.5,1.7,1.7,0.4,2.9,2.1,23.3,-3.74,No,2004,26,Guard
Lauri Markkanen,37.0,37.0,30.8,5.0,10.2,0.49200000000000005,3.1,5.8,0.545,1.9,4.4,0.423,3.7,4.4,0.835,2.4,4.8,7.2,0.9,0.4,0.5,1.1,2.0,15.6,7.63,No,2017,7,Forward
Jameer Nelson,125.0,125.0,34.5,5.6,12.4,0.45399999999999996,3.8,7.4,0.514,1.8,5.0,0.365,3.7,4.7,0.7859999999999999,1.0,3.6,4.6,5.7,2.0,0.1,3.0,2.2,16.8,4.12,No,2004,20,Guard
Chris Singleton,95.0,91.0,29.1,3.5,8.4,0.419,2.4,5.1,0.47600000000000003,1.1,3.3,0.33,2.1,3.5,0.5920000000000001,2.0,4.2,6.2,1.5,1.9,1.4,2.4,3.1,10.3,7.05,No,2011,18,Forward
Charles Jenkins,128.0,128.0,35.9,6.6,14.5,0.456,5.2,10.8,0.48200000000000004,1.4,3.7,0.382,5.0,6.2,0.8109999999999999,1.0,3.3,4.3,3.8,1.7,0.6,3.0,2.5,19.6,-1.45,No,2011,44,Guard
Alec Peters,134.0,134.0,31.7,5.9,12.1,0.48700000000000004,3.7,6.9,0.539,2.2,5.2,0.41600000000000004,3.6,4.2,0.846,2.0,5.5,7.4,1.5,0.8,0.3,1.9,2.1,17.5,-0.95,No,2017,54,Forward
Ivan Rabb,65.0,64.0,30.6,4.8,8.8,0.544,4.7,8.5,0.5489999999999999,0.1,0.3,0.409,3.5,5.2,0.6659999999999999,2.9,6.6,9.4,1.2,0.6,1.1,1.8,3.1,13.2,7.1,No,2017,35,Forward
Rafael Araujo,62.0,62.0,27.4,5.9,10.4,0.5670000000000001,5.7,9.8,0.5870000000000001,0.2,0.7,0.268,3.1,4.5,0.691,2.9,6.6,9.5,1.2,1.4,0.6,2.9,3.4,15.1,5.79,No,2004,8,Center
Isaiah Whitehead,56.0,52.0,30.5,5.1,13.6,0.375,3.0,7.8,0.387,2.1,5.8,0.359,3.5,4.6,0.757,0.7,3.0,3.7,4.5,1.3,1.1,3.4,2.3,15.8,7.92,No,2016,42,Guard
Melvin Frazier,94.0,69.0,27.7,3.8,7.9,0.48100000000000004,3.0,5.2,0.5720000000000001,0.9,2.8,0.312,2.1,3.2,0.653,1.2,3.2,4.4,1.7,1.6,0.5,2.0,2.0,10.6,3.37,No,2018,35,Guard
Landry Shamet,71.0,68.0,28.6,4.2,8.7,0.48,1.9,3.6,0.542,2.2,5.1,0.43700000000000006,2.3,2.8,0.8109999999999999,0.5,2.5,3.0,4.1,0.8,0.2,1.5,2.1,12.9,4.22,No,2018,26,Guard
Tony Wroten,35.0,27.0,30.3,5.7,12.8,0.44299999999999995,5.4,11.2,0.483,0.3,1.6,0.161,4.4,7.5,0.583,2.3,2.7,5.0,3.7,1.9,0.4,3.8,2.7,16.0,5.27,No,2012,25,Guard
Markel Brown,134.0,103.0,30.5,4.1,9.4,0.439,3.0,6.2,0.486,1.1,3.1,0.34700000000000003,3.0,4.1,0.733,0.8,3.5,4.3,2.3,1.0,0.8,1.8,2.1,12.4,7.74,No,2014,44,Guard
Kevon Looney,36.0,36.0,30.9,4.2,8.9,0.47,3.6,7.4,0.48100000000000004,0.6,1.5,0.415,2.6,4.1,0.626,3.4,5.8,9.2,1.4,1.3,0.9,1.3,2.9,11.6,8.27,No,2015,30,Forward
Tamar Slay,114.0,57.0,28.8,5.5,12.4,0.44299999999999995,3.3,6.7,0.491,2.2,5.7,0.386,2.5,3.4,0.7490000000000001,1.2,4.2,4.4,2.2,1.2,0.5,2.4,2.3,15.7,0.61,No,2002,54,Guard
Dwight Powell,136.0,105.0,26.2,3.8,8.2,0.46399999999999997,3.5,7.3,0.484,0.2,0.8,0.289,3.0,4.1,0.722,1.7,4.6,6.3,1.8,0.9,0.9,2.1,2.9,10.8,6.38,No,2014,45,Forward
Richaun Holmes,95.0,63.0,26.5,4.2,7.7,0.5539999999999999,3.9,6.8,0.58,0.3,0.9,0.353,2.7,3.8,0.6970000000000001,2.6,4.2,6.9,0.7,0.8,2.6,1.5,2.5,11.5,-1.07,No,2015,37,Forward
Eric Bledsoe,37.0,35.0,30.3,3.9,8.4,0.462,2.6,5.0,0.516,1.3,3.5,0.38299999999999995,2.2,3.3,0.667,0.5,2.6,3.1,2.9,1.4,0.3,3.0,2.2,11.3,6.82,No,2010,18,Guard
Kemba Walker,111.0,77.0,32.9,5.2,12.2,0.428,4.1,8.7,0.469,1.1,3.5,0.326,4.5,5.8,0.7829999999999999,1.0,3.4,4.4,4.1,1.7,0.3,2.3,1.5,16.1,9.39,Yes,2011,9,Guard
Lazar Hayward,138.0,118.0,26.4,4.8,10.7,0.452,3.6,7.3,0.49700000000000005,1.2,3.4,0.35700000000000004,2.6,3.3,0.789,2.2,4.4,6.6,0.9,1.1,0.3,1.7,2.7,13.5,7.79,No,2010,30,Forward
Tayshaun Prince,135.0,66.0,29.8,4.8,10.5,0.457,3.3,5.9,0.556,1.5,4.6,0.32899999999999996,2.0,2.7,0.743,1.9,4.5,5.6,1.9,0.8,1.1,1.7,1.4,13.1,11.42,No,2002,23,Forward
Chimezie Metu,104.0,71.0,27.0,4.8,8.9,0.5329999999999999,4.6,8.5,0.545,0.1,0.4,0.302,2.7,3.9,0.6920000000000001,1.8,4.5,6.3,1.2,0.7,1.6,1.7,2.5,12.3,6.78,No,2018,49,Forward
Al Horford,109.0,100.0,25.7,3.9,6.6,0.586,3.9,6.6,0.589,0.0,0.0,0.0,2.5,4.1,0.619,2.3,5.6,7.9,1.7,0.9,1.7,1.6,2.5,10.3,6.65,Yes,2007,3,Center
Drew Gooden,98.0,64.0,26.2,6.1,12.3,0.493,5.9,11.7,0.503,0.2,0.6,0.306,3.3,4.7,0.698,3.0,7.1,9.2,1.6,1.1,1.1,2.6,2.5,15.6,9.39,No,2002,4,Forward
Acie Law,122.0,106.0,30.8,5.0,10.6,0.466,4.0,8.0,0.502,0.9,2.6,0.35700000000000004,2.8,3.7,0.76,0.5,2.6,3.1,4.5,1.3,0.0,2.5,2.6,13.7,4.53,No,2007,11,Guard
Jeff Teague,61.0,52.0,30.9,5.2,11.2,0.462,3.9,8.2,0.47700000000000004,1.3,3.0,0.42100000000000004,4.8,5.9,0.812,0.5,2.5,3.0,3.0,1.9,0.6,3.0,2.3,16.4,8.09,Yes,2009,19,Guard
Kelly Olynyk,101.0,31.0,17.2,3.3,5.6,0.594,3.1,4.9,0.634,0.2,0.7,0.33299999999999996,2.0,2.8,0.7090000000000001,1.5,3.1,4.6,1.1,0.5,0.5,1.4,2.0,8.9,4.0,No,2013,13,Center
Nate Wolters,127.0,109.0,33.1,6.1,13.5,0.45,4.8,9.9,0.49,1.2,3.6,0.342,5.1,6.4,0.8029999999999999,0.9,3.8,4.7,5.3,1.5,0.2,2.2,1.8,18.5,-3.55,No,2013,38,Guard
Malik Hairston,117.0,115.0,31.2,5.2,10.4,0.504,4.0,7.2,0.551,1.2,3.1,0.395,2.4,3.7,0.643,2.0,3.1,5.1,2.1,0.6,0.6,2.0,2.5,14.1,6.87,No,2008,48,Guard
Lorenzo Brown,101.0,95.0,32.6,4.1,9.5,0.429,3.4,7.4,0.46399999999999997,0.6,2.1,0.305,2.8,3.8,0.741,0.7,3.5,4.2,5.8,1.7,0.5,3.0,1.9,11.6,6.92,No,2013,52,Guard
Donte DiVincenzo,85.0,12.0,25.4,3.6,7.6,0.469,2.0,3.6,0.573,1.5,4.0,0.37799999999999995,1.6,2.2,0.705,1.1,2.9,4.0,2.4,0.9,0.2,1.6,1.8,10.2,9.74,No,2018,17,Guard
Arron Afflalo,104.0,103.0,32.7,5.0,10.9,0.457,3.0,5.5,0.539,2.0,5.4,0.373,2.8,3.6,0.7809999999999999,0.6,2.8,3.5,1.9,0.6,0.2,2.0,2.1,14.8,8.4,No,2007,27,Guard
Jeff Green,102.0,102.0,33.2,4.8,9.7,0.488,3.9,7.3,0.531,0.9,2.4,0.359,2.7,3.9,0.7,2.1,4.4,6.5,3.1,0.9,1.2,2.5,2.5,13.1,7.65,No,2007,5,Forward
James Young,40.0,39.0,32.4,4.6,11.3,0.40700000000000003,2.5,5.4,0.47,2.1,5.9,0.349,3.1,4.4,0.706,1.0,3.3,4.3,1.7,0.8,0.2,1.9,2.1,14.3,9.89,No,2014,17,Guard
Matt Freije,121.0,111.0,28.7,5.2,11.7,0.44799999999999995,3.7,7.4,0.501,1.5,4.3,0.355,3.7,4.7,0.7859999999999999,1.6,3.3,4.9,0.9,0.7,0.6,1.4,2.2,15.6,8.36,No,2004,53,Forward
Kyrie Irving,11.0,8.0,27.5,5.0,9.5,0.529,3.4,5.9,0.569,1.6,3.5,0.462,5.8,6.5,0.9009999999999999,0.5,2.8,3.4,4.3,1.5,0.5,2.5,2.1,17.5,8.31,Yes,2011,1,Guard
Jerryd Bayless,30.0,30.0,35.7,5.8,12.6,0.45799999999999996,3.8,7.8,0.489,2.0,4.8,0.40700000000000003,6.2,7.4,0.8390000000000001,0.4,2.3,2.7,4.0,1.0,0.1,3.0,2.2,19.7,10.22,No,2008,11,Guard
Will Solomon,94.0,28.0,29.1,5.0,12.7,0.392,2.7,6.5,0.418,2.3,6.2,0.366,3.0,4.1,0.7170000000000001,0.6,2.3,2.8,2.6,1.2,0.4,3.4,2.5,15.2,7.43,No,2001,33,Guard
Gabe Pruitt,80.0,70.0,32.4,4.5,10.2,0.43799999999999994,2.2,4.5,0.496,2.2,5.7,0.39299999999999996,2.6,3.3,0.778,0.6,2.5,3.1,3.5,2.0,0.2,2.4,2.3,13.8,6.92,No,2007,32,Guard
Shai Gilgeous-Alexander,37.0,24.0,33.7,4.9,10.2,0.485,4.3,8.6,0.5,0.6,1.5,0.40399999999999997,3.9,4.7,0.8170000000000001,0.9,3.2,4.1,5.1,1.6,0.5,2.7,1.7,14.4,10.73,No,2018,11,Guard
Jimmer Fredette,139.0,102.0,29.6,6.0,13.3,0.455,3.9,7.8,0.49700000000000005,2.1,5.4,0.39399999999999996,4.5,5.1,0.882,0.5,2.1,2.6,3.7,1.2,0.1,2.5,1.2,18.7,3.56,No,2011,10,Guard
Wade Baldwin,68.0,54.0,29.6,3.4,8.0,0.431,2.2,5.1,0.436,1.2,2.9,0.42200000000000004,3.5,4.4,0.8,0.4,3.6,4.1,4.8,1.3,0.2,2.3,2.5,11.6,7.45,No,2016,17,Guard
Joel Bolomboy,130.0,90.0,28.8,3.8,7.2,0.528,3.5,6.4,0.547,0.3,0.7,0.371,3.6,5.0,0.713,3.2,6.9,10.1,0.7,0.6,1.4,2.0,2.3,11.4,-4.62,No,2016,52,Forward
Nick Young,96.0,90.0,31.1,5.8,11.9,0.484,4.8,9.2,0.518,1.0,2.7,0.368,3.0,3.9,0.764,1.7,3.3,5.1,1.4,0.8,0.3,2.1,2.5,15.5,6.92,No,2007,16,Guard
Tyler Ennis,34.0,34.0,35.7,4.4,10.6,0.41100000000000003,3.5,8.1,0.429,0.9,2.5,0.353,3.4,4.4,0.765,0.8,2.6,3.4,5.5,2.1,0.2,1.7,2.0,12.9,7.25,No,2014,18,Guard
Marquis Teague,40.0,40.0,32.6,3.6,8.8,0.41200000000000003,3.0,6.8,0.43799999999999994,0.7,2.0,0.325,2.1,3.0,0.7140000000000001,0.4,2.1,2.5,4.8,0.9,0.3,2.7,2.3,10.0,7.93,No,2012,29,Guard
Mike Conley,39.0,39.0,31.6,4.1,7.9,0.518,3.6,6.2,0.579,0.5,1.8,0.304,2.6,3.7,0.6940000000000001,0.7,2.7,3.4,6.1,2.2,0.3,2.2,1.5,11.3,9.03,No,2007,4,Guard
Kyle Kuzma,96.0,64.0,21.0,3.9,7.7,0.506,3.3,5.9,0.5670000000000001,0.5,1.8,0.302,1.8,2.8,0.633,1.6,3.9,5.5,1.5,0.3,0.4,1.6,1.6,10.1,6.84,No,2017,27,Forward
Michael Carter-Williams,66.0,40.0,25.4,2.7,6.8,0.39799999999999996,2.1,4.8,0.43799999999999994,0.6,2.1,0.307,2.2,3.2,0.679,0.9,2.7,3.6,5.2,2.0,0.4,2.3,1.8,8.2,8.29,No,2013,11,Guard
Kendall Marshall,73.0,55.0,28.8,2.5,5.6,0.446,1.8,3.8,0.484,0.7,1.8,0.366,1.5,2.2,0.693,0.2,2.2,2.3,8.0,1.1,0.1,2.6,1.5,7.2,8.61,No,2012,13,Guard
Jimmy Butler,106.0,69.0,29.6,3.7,7.2,0.508,3.3,6.4,0.525,0.3,0.9,0.38299999999999995,4.3,5.6,0.773,2.3,3.1,5.5,1.7,1.1,0.5,1.0,1.7,12.0,8.21,Yes,2011,30,Forward
Charlie Villanueva,63.0,35.0,22.3,4.3,8.3,0.518,3.9,7.4,0.534,0.4,1.0,0.39299999999999996,2.2,3.2,0.6809999999999999,2.2,4.6,6.7,1.0,0.4,1.7,1.7,2.2,11.2,7.7,No,2005,7,Forward
Curtis Borchardt,66.0,29.0,21.6,3.5,6.6,0.534,3.3,6.0,0.551,0.2,0.6,0.375,2.9,4.2,0.691,2.8,6.0,7.2,1.2,0.4,2.2,1.4,2.3,10.2,8.67,No,2002,18,Center
Dion Waiters,71.0,0.0,20.4,3.5,7.7,0.45299999999999996,2.5,4.9,0.513,1.0,2.8,0.348,1.8,2.3,0.753,0.4,1.5,1.9,2.0,1.5,0.2,1.1,1.6,9.7,8.4,No,2012,4,Guard
Troy Murphy,94.0,29.0,35.1,7.2,14.6,0.496,6.6,12.5,0.522,0.7,2.0,0.335,6.2,8.0,0.777,3.1,6.1,9.8,1.7,1.2,1.3,3.0,2.9,21.4,6.35,No,2001,14,Forward
Darius Morris,67.0,53.0,29.8,3.8,8.0,0.469,3.4,6.5,0.528,0.3,1.5,0.223,2.0,2.9,0.695,0.7,2.3,2.9,4.8,0.8,0.1,2.3,2.0,9.9,10.03,No,2011,41,Guard
Tyreke Evans,37.0,35.0,29.0,6.2,13.6,0.455,5.3,10.3,0.514,0.9,3.4,0.27399999999999997,3.7,5.2,0.711,1.3,4.1,5.4,3.9,2.1,0.8,3.6,2.4,17.1,4.63,No,2009,4,Guard
Chandler Hutchison,123.0,89.0,24.0,4.3,8.9,0.47600000000000003,3.6,7.1,0.508,0.6,1.8,0.353,2.9,4.2,0.687,1.1,4.3,5.5,2.1,1.0,0.2,1.9,2.2,12.0,2.57,No,2018,22,Guard
Thaddeus Young,31.0,31.0,29.6,5.7,11.9,0.478,4.5,8.9,0.498,1.3,3.0,0.419,1.7,2.3,0.743,2.3,2.5,4.9,2.0,1.3,0.4,2.2,2.0,14.4,9.36,No,2007,12,Forward
Josh McRoberts,69.0,63.0,29.7,4.0,7.5,0.54,3.9,7.0,0.5589999999999999,0.1,0.5,0.278,2.5,3.8,0.664,1.9,4.6,6.5,2.4,1.2,1.9,1.9,2.8,10.8,9.63,No,2007,37,Forward
Nick Calathes,72.0,71.0,33.0,5.3,11.6,0.455,3.5,6.8,0.507,1.8,4.8,0.38,3.9,5.4,0.715,1.0,4.3,5.3,6.3,1.8,0.1,3.1,2.0,16.3,4.43,No,2009,45,Guard
Guillermo Diaz,93.0,81.0,32.6,5.5,12.4,0.44799999999999995,3.7,7.5,0.493,1.9,4.9,0.38,2.9,3.9,0.74,0.9,2.5,3.4,2.6,1.3,0.3,2.1,1.8,15.9,6.02,No,2006,52,Guard
Terrence Ross,69.0,39.0,24.4,4.6,10.1,0.45299999999999996,2.9,5.5,0.528,1.7,4.6,0.364,1.4,1.8,0.764,1.1,3.5,4.7,1.2,0.9,0.7,1.4,2.4,12.3,6.51,No,2012,8,Forward
Malachi Richardson,37.0,37.0,34.4,4.1,11.1,0.369,2.0,5.1,0.38799999999999996,2.1,6.1,0.353,3.1,4.2,0.72,0.5,3.8,4.3,2.1,1.1,0.3,2.1,2.5,13.4,9.75,No,2016,22,Guard
Nick Collison,142.0,130.0,27.4,6.0,10.7,0.562,5.9,10.3,0.5710000000000001,0.2,0.5,0.359,2.5,4.0,0.624,3.0,5.4,8.0,1.8,1.1,1.7,2.4,2.9,14.8,9.68,No,2003,12,Forward
Vincent Yarbrough,127.0,125.0,30.4,4.8,11.0,0.44,3.4,6.8,0.5,1.4,4.1,0.34,2.6,3.8,0.687,2.2,5.3,6.8,2.3,1.7,1.0,2.2,1.9,13.7,8.94,No,2002,33,Guard
Andre Drummond,34.0,30.0,28.4,4.6,8.6,0.5379999999999999,4.6,8.5,0.541,0.0,0.1,0.0,0.8,2.6,0.295,3.4,4.2,7.6,0.4,0.8,2.7,1.5,2.2,10.0,8.07,Yes,2012,9,Center
